Frascatti
Rosie McGann’s
Woodham’s
Frascatti
Mike’s Place
Sacramento Comedy Spot
Swingin Door
Lilly Macs
Woodhams
Bocci’s
Frascati
Blue Chip
Mike’s Place
Copywrite
Swingin Door
Lilly Macs
Woodham lounge
Rosie McCanns
Copywrite
Edinburgh Castle Pub
Pizza Factory
Woodham’s
Claudine’s Wine Bar
Lilly Macs
Bocci’s Cellar
Roosters
Mikes Place
Rebel Kitchen
Pizza Factory
Swingin Door
Murphy’s
Woodhams
Bobby Gs
Blue Lounge.
Mikes Place
Maggie McGarry’s
Swingin Door
Woodhams
Santa Clara Valley Brewing
Rosie McGanns
Mikes Place
Pizza Factory
Red Rock Coffee
Lilly Macs
Neck of The Woods
Tope Lounge
Mountain Valley Brewing
Blue Lagoon
Pizza Factory
Swingin Door
Lilly Mac’s
Boccis
Frascatti
Woodhams
Brittania Arms
Delerium
Woodhams
Boccis
Gold Rock
Blue Lounge
Reno Improv
Maggie McGarrys
Milk Bar
Swinging Door
Woodhams Lounge
Boccis
Rooster T Feathers
Brittania Arms
Bishops Salon
Saddle Rack
Mojo Lounge
Swinging Door
Lilly Macs
Boccis
Frascatti
Rosie’s
Rebel Kitchen
Lilly Macs
Woodhams Lounge
SC Valley Brewing
Mountain Valley Brewing
Icehaus
Vinnie’s
Swingin Door
Lilly Macs
Woodhams
Caravan
Tommy Ts
Neck of The Woods 1
Neck of The Woods 2
Crows Nest
Swingin Door
Woodhams Lounge
Gold Rock
Swinging Door
Woodhams Lounge
Rooster T Feathers
Caravan
Blue Lagoon
Neck of The Woods
Red’s Place
Milk Bar
Swinging Door
Lilly Macs
Woodhams
Seville Tapas
San Jose Improv
BlackBoard Cafe
Pickle Stand
Elbow Room
Elbow Room
Woohams
Cafe Frascati
Caravan
Camino Brewing
OMG
Salinas
Woodhams
Poet and Patriot
Gold Rush
Caravan
Salinas
Neck of The Woods
Red’s Place
Lilly Mac’s
San Bonito House
Caravan
CoZ Lounge
Conns
Peppertree
Roast Battle
Swinging Door
Lilly Macs
Woodhams
Caravan
Mervyn’s
San Jose Improv
Swinging Door
Lilly Macs
Woodhams
Rooster T Feathers
Lilly Macs
Blue Lounge
San Jose Improv
XL Public House
Red’s Place
Red Rock Coffee
Swingin Door
Woodhams
Pine Tar Grill
Caravan
Reno Improv
Tahoe House Party
Goose and Sheas
Blacktop Comedy
Lilly Macs
Woodhams
Westside Brewery
Rosie McCanns
Caravan
Sound Room
Sodinis
Neck of The Woods
Red’s Place
Milk Bar
Peppertree
Roast Battle
Swingin Door
Woodhams
Cafe Frascati
San Jose Improv
San Jose Improv
San Jose Improv
